"","virus","kpred","kest","mspe","rmspe"
"1","IPNV",0.474669694900513,0.0299376212717884,0.197786617314105,0.444732073628724
"2","phi6",-0.0139977335929871,0.0669,0.00654444330048191,0.0808977335929871
"3","reo1",0.00252562761306763,0.1357,0.0177354134606533,0.133174372386932
"4","RVSA11",0.449705392122269,0.176407522342531,0.0746917256261424,0.273297869779738
