"","virus","kpred","kest","mspe","rmspe"
"1","ISAV",0.691731929779053,0.935582004841564,0.0594628591079925,0.243850075062511
"2","VHSV",0.397730112075806,4.20693948758465,14.5100760664645,3.80920937550885
