"","virus","kpred","kest","mspe","rmspe"
"1","ISAV",0.449884742498398,0.935582004841564,0.235901830647647,0.485697262343166
"2","VHSV",0.333203494548798,4.20693948758465,15.0058305437415,3.87373599303586
