"","virus","kpred","kest","mspe","rmspe"
"1","parvoH1",0.472279042005539,0.9944,0.272610294777054,0.522120957994461
"2","phiX174",0.972393155097961,0.614981434810613,0.127743137798762,0.357411720287349
