"","virus","kpred","kest","mspe","rmspe"
"1","IPNV",0.182114490711404,0.0299376212717884,0.0231577995924419,0.152176869439616
"2","phi6",0.193914212457471,0.0669,0.0161326101661916,0.127014212457471
"3","reo1",0.208156414982547,0.1357,0.00524993207212304,0.0724564149825469
"4","RVSA11",0.35973551184849,0.176407522342531,0.0336091517362971,0.183327989505959
